Approved symbol	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)	UniProt ID(supplied by UniProt)
BNIP3P19	106480281	ENSG00000271638	
BNIP3P20	100421705	ENSG00000271704	
BNIP3P21	100131306		
BNIP3P22	100421706	ENSG00000268174	
BNIP3P23	100421697	ENSG00000268335	
BNIP3P24	100421698	ENSG00000269040	
BNIP3P25	100421707	ENSG00000268322	
BNIP3P26	100421699	ENSG00000268705	
BNIP3P27	100421708	ENSG00000268438	
BNIP3P28	106481966	ENSG00000271095	
BNIP3P29	100421700	ENSG00000269742	
BNIP3P30	106481694	ENSG00000268079	
BNIP3P31	106480282	ENSG00000270191	
BNIP3P32	106480283	ENSG00000268830	
BNIP3P33	106481695	ENSG00000268717	
BNIP3P34	100128849	ENSG00000269509	
BNIP3P35	106480284	ENSG00000271655	
BNIP3P36	106481696	ENSG00000271661	
BNIP3P37	106480285	ENSG00000270479	
BNIP3P38	100421709	ENSG00000268469	
BNIP3P39	100421701	ENSG00000269662	
BNIP3P40	100421702	ENSG00000268058	
BNIP3P41	101059988	ENSG00000248302	
BNIP3P42	106481697	ENSG00000223974	
BNIP5	389384	ENSG00000189325	P0C671
BNIPL	149428	ENSG00000163141	Q7Z465
BNSP			
BOC	91653	ENSG00000144857	Q9BWV1
BOD1	91272	ENSG00000145919	Q96IK1
BOD1L1	259282	ENSG00000038219	Q8NFC6
BOD1L2	284257	ENSG00000228075	Q8IYS8
BOD1P1	100129468	ENSG00000263460	
BOD1P2	100129355	ENSG00000215368	
BOK	666	ENSG00000176720	Q9UMX3
BOK-AS1	100379249	ENSG00000234235	
BOLA1	51027	ENSG00000178096	Q9Y3E2
BOLA2	552900	ENSG00000183336	Q9H3K6
BOLA2-SMG1P6	107282092	ENSG00000261740	
BOLA2B	654483	ENSG00000169627	Q9H3K6
BOLA2P1	100652796	ENSG00000266575	
BOLA2P2	106480322	ENSG00000271161	
BOLA2P3	106480323	ENSG00000220771	
BOLA3	388962	ENSG00000163170	Q53S33
BOLA3-AS1	100507171	ENSG00000225439	
BOLA3P1	100288111	ENSG00000255469	
BOLA3P2	100287463	ENSG00000267332	
BOLA3P3	644754	ENSG00000213630	
BOLA3P4	106480324	ENSG00000223807	
BOLL	66037	ENSG00000152430	Q8N9W6
BOP1	23246	ENSG00000261236	Q14137
BOR			
BORA	79866	ENSG00000136122	Q6PGQ7
BORCS5	118426	ENSG00000165714	Q969J3
BORCS6	54785	ENSG00000196544	Q96GS4
BORCS7	119032	ENSG00000166275	Q96B45
BORCS7-ASMT	100528007	ENSG00000270316	
BORCS8	729991	ENSG00000254901	Q96FH0
BORCS8-MEF2B	4207	ENSG00000064489	
BORJ			
BPAG2			
BPES			
BPES3			
BPESC1	60467	ENSG00000232416	Q9GZL8
BPGM	669	ENSG00000172331	P07738
BPHL	670	ENSG00000137274	Q86WA6
BPI	671	ENSG00000101425	P17213
BPIFA1	51297	ENSG00000198183	Q9NP55
BPIFA2	140683	ENSG00000131050	Q96DR5
BPIFA3	128861	ENSG00000131059	Q9BQP9
BPIFA4P	317716	ENSG00000183566	Q86YQ2
BPIFB1	92747	ENSG00000125999	Q8TDL5
BPIFB2	80341	ENSG00000078898	Q8N4F0
BPIFB3	359710	ENSG00000186190	P59826
BPIFB4	149954	ENSG00000186191	P59827
BPIFB5P	100505383	ENSG00000233146	
BPIFB6	128859	ENSG00000167104	Q8NFQ5
BPIFB9P	402016	ENSG00000125997	
BPIFC	254240	ENSG00000184459	Q8NFQ6
BPNT1	10380	ENSG00000162813	O95861
BPNT2	54928	ENSG00000104331	Q9NX62
BPNT2P	100421537		
BPTF	2186	ENSG00000171634	Q12830
BPTFP1	109286551	ENSG00000263647	
BPY2	9083	ENSG00000183753	O14599
BPY2B	442867	ENSG00000183795	O14599
BPY2C	442868	ENSG00000185894	O14599
BPY2DP	100885797	ENSG00000229745	
BRAF	673	ENSG00000157764	P15056
BRAFP1	286494	ENSG00000224775	
BRAFPS1			
BRAP	8315	ENSG00000089234	Q7Z569
BRAT1	221927	ENSG00000106009	Q6PJG6
BRCA1	672	ENSG00000012048	P38398
BRCA1P1	394269		
BRCA2	675	ENSG00000139618	P51587
BRCA3			
BRCC3	79184	ENSG00000185515	P46736
BRCC3P1	100421311	ENSG00000251667	
BRCTD1			
BRD1	23774	ENSG00000100425	O95696
BRD2	6046	ENSG00000204256	P25440
BRD2-IT1			
BRD3	8019	ENSG00000169925	Q15059
BRD3OS	266655	ENSG00000235106	A0A1B0GUI7
BRD4	23476	ENSG00000141867	O60885
BRD7	29117	ENSG00000166164	Q9NPI1
BRD7P1	100288948	ENSG00000259043	
BRD7P2	647076	ENSG00000184100	
BRD7P3	23629		
BRD7P4	100287229	ENSG00000218676	
BRD7P5	100129259	ENSG00000235768	
BRD7P6	100128042	ENSG00000235289	
BRD8	10902	ENSG00000112983	Q9H0E9
BRD9	65980	ENSG00000028310	Q9H8M2
BRD9P1	106481721	ENSG00000254736	
BRD9P2	109729114	ENSG00000249908	
BRDT	676	ENSG00000137948	Q58F21
BRDTP1	643486	ENSG00000271209	
BRF1	2972	ENSG00000185024	Q92994
BRF2	55290	ENSG00000104221	Q9HAW0
BRI3	25798	ENSG00000164713	O95415
BRI3BP	140707	ENSG00000184992	Q8WY22
BRI3BPP1	100129976	ENSG00000269136	
BRI3P1	730010	ENSG00000225169	
BRI3P2	441630		
BRI3P3	100101554		
BRIC			
BRICD5	283870	ENSG00000182685	Q6PL45
BRINP1	1620	ENSG00000078725	O60477
BRINP2	57795	ENSG00000198797	Q9C0B6
BRINP3	339479	ENSG00000162670	Q76B58
BRIP1	83990	ENSG00000136492	Q9BX63
BRIX1	55299	ENSG00000113460	Q8TDN6
BRIX1P1	100422268	ENSG00000254025	
BRK1	55845	ENSG00000254999	Q8WUW1
BRK1P1	100288031	ENSG00000219870	
BRK1P2	100874492	ENSG00000227983	
BRMS1	25855	ENSG00000174744	Q9HCU9
BRMS1L	84312	ENSG00000100916	Q5PSV4
BRN3B			
BROX	148362	ENSG00000162819	Q5VW32
BRPF1	7862	ENSG00000156983	P55201
BRPF3	27154	ENSG00000096070	Q9ULD4
BRS3	680	ENSG00000102239	P32247
BRSK1	84446	ENSG00000160469	Q8TDC3
BRSK2	9024	ENSG00000174672	Q8IWQ3
BRWD1	54014	ENSG00000185658	Q9NSI6
BRWD1-AS1	100874093	ENSG00000238141	
BRWD1-AS2	103091865	ENSG00000255568	P59051
BRWD1-IT1	106480743	ENSG00000237373	
BRWD1P1	106481724	ENSG00000215909	
BRWD1P2	100287505	ENSG00000258290	
BRWD1P3	106480688	ENSG00000232841	
BRWD3	254065	ENSG00000165288	Q6RI45
BSCL			
BSCL2	26580	ENSG00000168000	Q96G97
BSDC1	55108	ENSG00000160058	Q9NW68
BSEP			
BSG	682	ENSG00000172270	P35613
BSN	8927	ENSG00000164061	Q9UPA5
BSN-AS1	106478963	ENSG00000235120	
BSN-DT	100132677	ENSG00000226913	
BSND	7809	ENSG00000162399	Q8WZ55
BSNDP1	106480329	ENSG00000275048	
BSNDP2	100422517	ENSG00000274973	
BSNDP3	106481725	ENSG00000277508	
BSNDP4	106481726	ENSG00000229627	
BSPH1	100131137	ENSG00000188334	Q075Z2
BSPRY	54836	ENSG00000119411	Q5W0U4
BST1	683	ENSG00000109743	Q10588
BST2	684	ENSG00000130303	Q10589
BSX	390259	ENSG00000188909	Q3C1V8
BTAF1	9044	ENSG00000095564	O14981
BTBD1	53339	ENSG00000064726	Q9H0C5
BTBD2	55643	ENSG00000133243	Q9BX70
BTBD3	22903	ENSG00000132640	Q9Y2F9
BTBD6	90135	ENSG00000184887	Q96KE9
BTBD6P1	646330	ENSG00000229106	
BTBD7	55727	ENSG00000011114	Q9P203
BTBD7P1	441548	ENSG00000203414	
BTBD7P2	100420392	ENSG00000237618	
BTBD8	284697	ENSG00000189195	Q5XKL5
BTBD9	114781	ENSG00000183826	Q96Q07
BTBD9-AS1	101929425	ENSG00000226533	
BTBD10	84280	ENSG00000148925	Q9BSF8
BTBD10P1	100128678	ENSG00000257675	
BTBD10P2	100420401	ENSG00000219433	
BTBD11	121551	ENSG00000151136	A6QL63
BTBD16	118663	ENSG00000138152	Q32M84
BTBD17	388419	ENSG00000204347	A6NE02
BTBD18	643376	ENSG00000233436	B2RXH4
BTBD19	149478	ENSG00000222009	C9JJ37
BTC	685	ENSG00000174808	P35070
BTD	686	ENSG00000169814	P43251
BTEB2			
BTF3	689	ENSG00000145741	P20290
BTF3L4	91408	ENSG00000134717	Q96K17
BTF3L4P1	100505945	ENSG00000232260	
BTF3L4P2	653189	ENSG00000213189	
BTF3L4P3	391040	ENSG00000213108	
BTF3L4P4	100506061	ENSG00000229226	
BTF3P1	693	ENSG00000254225	
BTF3P2	283631	ENSG00000258282	
BTF3P3	652964		
BTF3P4	392350	ENSG00000224820	
BTF3P5	652959	ENSG00000233594	
BTF3P6	100499261	ENSG00000233956	
BTF3P7	652960	ENSG00000219986	
BTF3P8	652961	ENSG00000236813	
BTF3P9	503543	ENSG00000224834	
BTF3P10	345829	ENSG00000231120	
BTF3P11	690	ENSG00000118903	
BTF3P12	652963	ENSG00000213003	
BTF3P13	132556	ENSG00000227118	
BTF3P14	100132641	ENSG00000262609	
BTF3P15	100130409	ENSG00000237242	
BTF3P16	643412		
BTG1	694	ENSG00000133639	P62324
BTG1P1	100129641	ENSG00000256720	
BTG2	7832	ENSG00000159388	P78543
BTG3	10950	ENSG00000154640	Q14201
BTG3-AS1	110806272	ENSG00000280594	
BTG3P1	100419246	ENSG00000235334	
BTG4	54766	ENSG00000137707	Q9NY30
BTG4P1	106480330	ENSG00000248156	
BTK	695	ENSG00000010671	Q06187
BTLA	151888	ENSG00000186265	Q7Z6A9
BTN			
BTN1A1	696	ENSG00000124557	Q13410
BTN1A1P1	100420941		
BTN2A1	11120	ENSG00000112763	Q7KYR7
BTN2A2	10385	ENSG00000124508	Q8WVV5
BTN2A3P	54718	ENSG00000124549	Q96KV6
BTN3A1	11119	ENSG00000026950	O00481
BTN3A2	11118	ENSG00000186470	P78410
BTN3A3	10384	ENSG00000111801	O00478
BTNL2	56244	ENSG00000204290	Q9UIR0
BTNL3	10917	ENSG00000168903	Q6UXE8
BTNL8	79908	ENSG00000113303	Q6UX41
BTNL9	153579	ENSG00000165810	Q6UXG8
BTNL10	100129094	ENSG00000215811	A8MVZ5
BTRC	8945	ENSG00000166167	Q9Y297
BTRCP1	100420631		
BTS			
BTS1			
BUB1	699	ENSG00000169679	O43683
BUB1B	701	ENSG00000156970	O60566
BUB1B-PAK6	106821730	ENSG00000259288	
BUB1L			
BUB1P1	100422363	ENSG00000270778	
BUB3	9184	ENSG00000154473	O43684
BUB3P1	646614	ENSG00000227968	
BUD13	84811	ENSG00000137656	Q9BRD0
BUD13P1	100420358	ENSG00000270689	
BUD23	114049	ENSG00000071462	O43709
BUD31	8896	ENSG00000106245	P41223
BUD31P1	106480331	ENSG00000253684	
BUD31P2	106480332	ENSG00000229661	
BVES	11149	ENSG00000112276	Q8NE79
BVES-AS1	154442	ENSG00000203808	Q5T3Y7
BVR1	700		
BWS			
BWSCR1A			
BWSCR1B			
BYSL	705	ENSG00000112578	Q13895
BZS			
BZW1	9689	ENSG00000082153	Q7L1Q6
BZW1-AS1	101927795	ENSG00000230408	
BZW1P1	391592	ENSG00000236686	
BZW1P2	151579	ENSG00000198406	
BZW2	28969	ENSG00000136261	Q9Y6E2
C1D	10438	ENSG00000197223	Q13901
C1DP1	554049	ENSG00000231245	
C1DP2	642538	ENSG00000236217	
C1DP3	642521	ENSG00000224760	
C1DP4	727879	ENSG00000227515	
C1DP5	106481729	ENSG00000254965	
C1GALT1	56913	ENSG00000106392	Q9NS00
C1GALT1C1	29071	ENSG00000171155	Q96EU7
C1GALT1C1L	728819	ENSG00000223658	P0DN25
C1GALT1P1	729409	ENSG00000257818	
C1GALT1P2	100128603	ENSG00000251435	
C1GALT1P3	106481730	ENSG00000253544	
C1HR			
C1NH			
C1orf3			
C1orf4			
C1orf5			
C1orf7			
C1orf11			
C1orf20			
C1orf21	81563	ENSG00000116667	Q9H246
C1orf28			
C1orf30			
C1orf35	79169	ENSG00000143793	Q9BU76
C1orf43	25912	ENSG00000143612	Q9BWL3
C1orf50	79078	ENSG00000164008	Q9BV19
C1orf52	148423	ENSG00000162642	Q8N6N3
C1orf53	388722	ENSG00000203724	Q5VUE5
C1orf54	79630	ENSG00000118292	Q8WWF1
C1orf56	54964	ENSG00000143443	Q9BUN1
C1orf67			
C1orf68	100129271	ENSG00000198854	Q5T750
C1orf74	148304	ENSG00000162757	Q96LT6
C1orf84			
C1orf87	127795	ENSG00000162598	Q8N0U7
C1orf94	84970	ENSG00000142698	Q6P1W5
C1orf100	200159	ENSG00000173728	Q5SVJ3
C1orf105	92346	ENSG00000180999	O95561
C1orf109	54955	ENSG00000116922	Q9NX04
C1orf112	55732	ENSG00000000460	Q9NSG2
C1orf115	79762	ENSG00000162817	Q9H7X2
C1orf116	79098	ENSG00000182795	Q9BW04
C1orf122	127687	ENSG00000197982	Q6ZSJ8
C1orf127	148345	ENSG00000175262	Q8N9H9
C1orf131	128061	ENSG00000143633	Q8NDD1
C1orf134			
C1orf136			
C1orf141	400757	ENSG00000203963	Q5JVX7
C1orf146	388649	ENSG00000203910	Q5VVC0
C1orf147	574431	ENSG00000162888	Q96MC9
C1orf158	93190	ENSG00000157330	Q8N1D5
C1orf159	54991	ENSG00000131591	Q96HA4
C1orf162	128346	ENSG00000143110	Q8NEQ5
C1orf167	284498	ENSG00000215910	Q5SNV9
C1orf167-AS1	102724659	ENSG00000177553	
C1orf174	339448	ENSG00000198912	Q8IYL3
C1orf178			
C1orf185	284546	ENSG00000204006	Q5T7R7
C1orf188			
C1orf189	388701	ENSG00000163263	Q5VU69
C1orf193			
C1orf194	127003	ENSG00000179902	Q5T5A4
C1orf195	727684	ENSG00000204464	Q5TG92
C1orf196			
C1orf197			
C1orf198	84886	ENSG00000119280	Q9H425
C1orf210	149466	ENSG00000253313	Q8IVY1
C1orf215			
C1orf216	127703	ENSG00000142686	Q8TAB5
C1orf218			
C1orf220	400798	ENSG00000213057	Q5T0J3
C1orf222			
C1orf226	400793	ENSG00000239887	A1L170
C1orf229	388759	ENSG00000221953	Q6ZS94
C1orf232	110806296	ENSG00000282872	A0A0U1RR37
C1QA	712	ENSG00000173372	P02745
C1QB	713	ENSG00000173369	P02746
C1QBP	708	ENSG00000108561	Q07021
C1QBPP1	54098	ENSG00000215353	
C1QBPP2	100422299	ENSG00000213409	
C1QBPP3	100422310		
C1QC	714	ENSG00000159189	P02747
C1QL1	10882	ENSG00000131094	O75973
C1QL1P1	106480353	ENSG00000260134	
C1QL2	165257	ENSG00000144119	Q7Z5L3
C1QL3	389941	ENSG00000165985	Q5VWW1
C1QL4	338761	ENSG00000186897	Q86Z23
C1QTNF1	114897	ENSG00000173918	Q9BXJ1
C1QTNF1-AS1	100507410	ENSG00000265096	
C1QTNF2	114898	ENSG00000145861	Q9BXJ5
C1QTNF3	114899	ENSG00000082196	Q9BXJ4
C1QTNF3-AMACR	100534612	ENSG00000273294	
C1QTNF4	114900	ENSG00000172247	Q9BXJ3
C1QTNF5	114902	ENSG00000223953	Q9BXJ0
C1QTNF6	114904	ENSG00000133466	Q9BXI9
C1QTNF7	114905	ENSG00000163145	Q9BXJ2
C1QTNF7-AS1	101929095	ENSG00000249252	
C1QTNF8	390664	ENSG00000184471	P60827
C1QTNF9	338872	ENSG00000240654	P0C862
C1QTNF9-AS1	100874232	ENSG00000240868	
C1QTNF9B	387911	ENSG00000205863	B2RNN3
C1QTNF12	388581	ENSG00000184163	Q5T7M4
C1R	715	ENSG00000159403	P00736
C1RL	51279	ENSG00000139178	Q9NZP8
C1RL-AS1	283314	ENSG00000205885	
C1S	716	ENSG00000182326	P09871
C2	717	ENSG00000166278	P06681
C2-AS1	102060414	ENSG00000281756	
C2CD2	25966	ENSG00000157617	Q9Y426
C2CD2L	9854	ENSG00000172375	O14523
C2CD3	26005	ENSG00000168014	Q4AC94
C2CD4A	145741	ENSG00000198535	Q8NCU7
C2CD4B	388125	ENSG00000205502	A6NLJ0
C2CD4C	126567	ENSG00000183186	Q8TF44
C2CD4D	100191040	ENSG00000225556	B7Z1M9
C2CD4D-AS1	100132111	ENSG00000234614	
C2CD5	9847	ENSG00000111731	Q86YS7
C2CD6	151254	ENSG00000155754	Q53TS8
C2orf1			
C2orf12			
C2orf15	150590	ENSG00000273045	Q8WU43
C2orf16	84226	ENSG00000221843	Q68DN1
C2orf20			
C2orf27A	29798	ENSG00000197927	P0DPF5
C2orf31			
C2orf42	54980	ENSG00000115998	Q9NWW7
C2orf48			
C2orf49	79074	ENSG00000135974	Q9BVC5
C2orf50	130813	ENSG00000150873	Q96LR7
C2orf66	401027	ENSG00000187944	Q6UXQ4
C2orf68	388969	ENSG00000168887	Q2NKX9
C2orf69	205327	ENSG00000178074	Q8N8R5
C2orf69P1	727964	ENSG00000261046	
C2orf69P2	642614	ENSG00000260341	
C2orf69P3	100131279	ENSG00000261299	
C2orf69P4	100420859	ENSG00000260480	
C2orf69P5	107403078		
C2orf72	257407	ENSG00000204128	A6NCS6
C2orf73	129852	ENSG00000177994	Q8N5S3
C2orf74	339804	ENSG00000237651	A8MZ97
C2orf76	130355	ENSG00000186132	Q3KRA6
C2orf78	388960	ENSG00000187833	A6NCI8
C2orf80	389073	ENSG00000188674	Q0P641
C2orf81	388963	ENSG00000284308	A6NN90
C2orf83	56918	ENSG00000042304	Q53S99
C2orf88	84281	ENSG00000187699	Q9BSF0
C2orf90			
C2orf91	400950	ENSG00000205086	Q6ZV80
C2orf92	728537	ENSG00000228486	A0A1B0GVN3
C3	718	ENSG00000125730	P01024
C3AR1	719	ENSG00000171860	Q16581
C3CER1	23739		
C3orf7			
C3orf14	57415	ENSG00000114405	Q9HBI5
C3orf18	51161	ENSG00000088543	Q9UK00
C3orf20	84077	ENSG00000131379	Q8ND61
C3orf22	152065	ENSG00000180697	Q8N5N4
C3orf33	285315	ENSG00000174928	Q6P1S2
C3orf35	339883	ENSG00000198590	Q8IVJ8
C3orf36	80111	ENSG00000288547	Q3SXR2
C3orf38	285237	ENSG00000179021	Q5JPI3
C3orf49	132200	ENSG00000163632	Q96BT1
C3orf49P1	117981798		
C3orf52	79669	ENSG00000114529	Q5BVD1
C3orf53			
C3orf56	285311	ENSG00000214324	Q8N813
C3orf62	375341	ENSG00000188315	Q6ZUJ4
C3orf70	285382	ENSG00000187068	A6NLC5
C3orf73			
C3orf80	401097	ENSG00000180044	F5H4A9
C3orf84	646498	ENSG00000236980	H3BNL1
C3orf85	401081	ENSG00000241224	A0A1B0GTC6
C3orf86	102724231	ENSG00000225873	P0DN24
C3P1	388503	ENSG00000167798	Q6ZMU1
C4A	720	ENSG00000244731	P0C0L4
C4A-AS1	106478955	ENSG00000233627	
C4B	721	ENSG00000224389	P0C0L5
C4B_2	100293534		P0C0L5
C4B-AS1	106480730	ENSG00000229776	
C4BPA	722	ENSG00000123838	P04003
C4BPAP1	727859	ENSG00000224462	
C4BPAP2	724	ENSG00000232621	
C4BPAP3	100421610		
C4BPB	725	ENSG00000123843	P20851
C4orf3	401152	ENSG00000164096	Q8WVX3
C4orf17	84103	ENSG00000138813	Q53FE4
C4orf19	55286	ENSG00000154274	Q8IY42
C4orf33	132321	ENSG00000151470	Q8N1A6
C4orf36	132989	ENSG00000163633	Q96KX1
C4orf45	152940	ENSG00000164123	Q96LM5
C4orf46	201725	ENSG00000205208	Q504U0
C4orf47	441054	ENSG00000205129	A7E2U8
C4orf48	401115	ENSG00000243449	Q5BLP8
C4orf50	389197	ENSG00000181215	Q6ZRC1
C4orf51	646603	ENSG00000237136	C9J302
C4orf54	285556	ENSG00000248713	D6RIA3
C5	727	ENSG00000106804	P01031
C5-OT1	110599590		
C5AR1	728	ENSG00000197405	P21730
C5AR2	27202	ENSG00000134830	Q9P296
C5orf9			
C5orf10			
C5orf15	56951	ENSG00000113583	Q8NC54
C5orf17	439936	ENSG00000248874	Q8NAS9
C5orf22	55322	ENSG00000082213	Q49AR2
C5orf23			
C5orf24	134553	ENSG00000181904	Q7Z6I8
C5orf34	375444	ENSG00000172244	Q96MH7
C5orf34-AS1	105374749	ENSG00000248554	
C5orf38	153571	ENSG00000186493	Q86SI9
C5orf46	389336	ENSG00000178776	Q6UWT4
C5orf47	133491	ENSG00000185056	Q569G3
C5orf49	134121	ENSG00000215217	A4QMS7
C5orf51	285636	ENSG00000205765	A6NDU8
C5orf52	100190949	ENSG00000187658	A6NGY3
C5orf58	133874	ENSG00000234511	C9J3I9
C5orf60	285679	ENSG00000204661	A6NFR6
C5orf63	401207	ENSG00000164241	A6NC05
C5orf64	285668	ENSG00000178722	Q2M2E5
C5orf64-AS1	100506526	ENSG00000251575	
C5orf66	100996485	ENSG00000224186	Q9H5L9
C5orf66-AS1	101927953	ENSG00000249082	
C5orf66-AS2	340073	ENSG00000249647	
C5orf67	101928448	ENSG00000225940	F2Z3F1
C6	729	ENSG00000039537	P13671
C6orf2			
C6orf5			
C6orf6			
C6orf13			
C6orf14			
C6orf15	29113	ENSG00000204542	Q6UXA7
C6orf16			
C6orf17			
C6orf30			
C6orf36			
C6orf42			
C6orf43			
C6orf44			
C6orf47	57827	ENSG00000204439	O95873
C6orf47-AS1	106480731	ENSG00000227198	
C6orf50			
C6orf52	347744	ENSG00000137434	Q5T4I8
C6orf58	352999	ENSG00000184530	Q6P5S2
C6orf61			
C6orf62	81688	ENSG00000112308	Q9GZU0
C6orf89	221477	ENSG00000198663	Q6UWU4
C6orf91			
C6orf92			
C6orf98			
C6orf99	100130967	ENSG00000203711	Q4VX62
C6orf102			
C6orf114			
C6orf118	168090	ENSG00000112539	Q5T5N4
C6orf120	387263	ENSG00000185127	Q7Z4R8
C6orf131			
C6orf132	647024	ENSG00000188112	Q5T0Z8
C6orf136	221545	ENSG00000204564	Q5SQH8
C6orf141	135398	ENSG00000197261	Q5SZD1
C6orf144			
C6orf147			
C6orf152			
C6orf163	206412	ENSG00000203872	Q5TEZ5
C6orf171			
C6orf178			
C6orf179			
C6orf180			
C6orf183			
C6orf184			
C6orf187			
C6orf193			
C6orf200			
C6orf201	404220	ENSG00000185689	Q7Z4U5
C6orf202			
C6orf207			
C6orf212			
C6orf215			
C6orf223	221416	ENSG00000181577	Q8N319
C6orf224			
C6orf226	441150	ENSG00000221821	Q5I0X4
C7	730	ENSG00000112936	P10643
C7orf1			
C7orf8			
C7orf13			
C7orf22			
C7orf25	79020	ENSG00000136197	Q9BPX7
C7orf26	79034	ENSG00000146576	Q96N11
C7orf31	136895	ENSG00000153790	Q8N865
C7orf33	202865	ENSG00000170279	Q8WU49
C7orf50	84310	ENSG00000146540	Q9BRJ6
C7orf57	136288	ENSG00000164746	Q8NEG2
C7orf61	402573	ENSG00000185955	Q8IZ16
C7orf65	401335	ENSG00000221845	Q6ZTY9
C7orf66	154907	ENSG00000205174	A4D0T2
C7orf69	80099	ENSG00000136275	Q9H7B7
C7orf76			
C7orf77	154872	ENSG00000275356	A4D0Y5
C8A	731	ENSG00000157131	P07357
C8B	732	ENSG00000021852	P07358
C8G	733	ENSG00000176919	P07360
C8orf5			
C8orf6			
C8orf7			
C8orf9			
C8orf15			
C8orf16			
C8orf17	100507249	ENSG00000250733	Q9NRJ1
C8orf27			
C8orf28			
C8orf29			
C8orf31	286122	ENSG00000177335	Q8N9H6
C8orf33	65265	ENSG00000182307	Q9H7E9
C8orf34	116328	ENSG00000165084	Q49A92
C8orf34-AS1	286189	ENSG00000248801	
C8orf37	157657	ENSG00000156172	Q96NL8
C8orf37-AS1	100616530	ENSG00000253773	
C8orf44	56260	ENSG00000288596	Q96CB5
C8orf44-SGK3	100533105	ENSG00000288602	
C8orf48	157773	ENSG00000164743	Q96LL4
C8orf49	606553	ENSG00000255394	Q96NF6
C8orf57			
C8orf58	541565	ENSG00000241852	Q8NAV2
C8orf60			
C8orf61			
C8orf63			
C8orf64			
C8orf65			
C8orf66			
C8orf67			
C8orf74	203076	ENSG00000171060	Q6P047
C8orf76	84933	ENSG00000189376	Q96K31
C8orf82	414919	ENSG00000213563	Q6P1X6
C8orf86	389649	ENSG00000196166	Q6ZUL3
C8orf87	389676	ENSG00000279847	E5RJ46
C8orf88	100127983	ENSG00000253250	P0DMB2
C8orf89	100130301	ENSG00000274443	P0DMQ9
C9	735	ENSG00000113600	P02748
C9orf1			
C9orf2			
C9orf8			
C9orf16	79095	ENSG00000171159	Q9BUW7
C9orf24	84688	ENSG00000164972	Q8NCR6
C9orf33			
C9orf35			
C9orf38			
C9orf40	55071	ENSG00000135045	Q8IXQ3
C9orf43	257169	ENSG00000157653	Q8TAL5
C9orf47	286223		Q6ZRZ4
C9orf48			
C9orf50	375759	ENSG00000179058	Q5SZB4
C9orf55B			
C9orf56			
C9orf57	138240	ENSG00000204669	Q5W0N0
C9orf62	157927	ENSG00000178243	Q8N4C0
C9orf63			
C9orf64	84267	ENSG00000165118	Q5T6V5
C9orf72	203228	ENSG00000147894	Q96LT7
C9orf78	51759	ENSG00000136819	Q9NZ63
C9orf85	138241	ENSG00000155621	Q96MD7
C9orf92	100129385	ENSG00000205549	A6NGG3
C9orf94			
C9orf99			
C9orf101			
C9orf106	414318	ENSG00000179082	Q8NAJ2
C9orf108			
C9orf113			
C9orf116	138162	ENSG00000160345	Q5BN46
C9orf118			
C9orf129	445577	ENSG00000204352	Q5T035
C9orf131	138724	ENSG00000174038	Q5VYM1
C9orf135	138255	ENSG00000204711	Q5VTT2
C9orf135-DT	494558	ENSG00000225626	
C9orf139	401563	ENSG00000180539	Q6ZV77
C9orf147	100133204	ENSG00000230185	
C9orf149			
C9orf151			
C9orf152	401546	ENSG00000188959	Q5JTZ5
C9orf153	389766	ENSG00000187753	Q5TBE3
C9orf155			
C9orf163	158055	ENSG00000196366	Q8N9P6
C9orf164			
C10orf1			
C10orf12			
C10orf14			
C10orf43			
C10orf53	282966	ENSG00000178645	Q8N6V4
C10orf55	414236	ENSG00000222047	Q5SWW7
C10orf62	414157	ENSG00000203942	Q5T681
C10orf64			
C10orf67	256815	ENSG00000179133	Q8IYJ2
C10orf68			
C10orf71	118461	ENSG00000177354	Q711Q0
C10orf71-AS1	100506769	ENSG00000236208	
C10orf82	143379	ENSG00000165863	Q8WW14
C10orf88	80007	ENSG00000119965	Q9H8K7
C10orf88B	399815	ENSG00000255624	
C10orf90	118611	ENSG00000154493	Q96M02
C10orf93			
C10orf95	79946	ENSG00000120055	Q9H7T3
C10orf99	387695	ENSG00000188373	Q6UWK7
C10orf102			
C10orf105	414152	ENSG00000214688	Q8TEF2
C10orf113			
C10orf120	399814	ENSG00000183559	Q5SQS8
C10orf123			
C10orf124			
C10orf126	283080		Q8N4M7
C10orf131			
C10orf133			
C10orf138			
C10orf143	387723	ENSG00000237489	A0A1B0GUT2
C11orf1	64776	ENSG00000137720	Q9H5F2
C11orf3			
C11orf7			
C11orf16	56673	ENSG00000176029	Q9NQ32
C11orf21	29125	ENSG00000110665	Q9P2W6
C11orf24	53838	ENSG00000171067	Q96F05
C11orf26			
C11orf29			
C11orf32			
C11orf40	143501	ENSG00000171987	Q8WZ69
C11orf42	160298	ENSG00000180878	Q8N5U0
C11orf43			
C11orf45	219833	ENSG00000174370	Q8TAV5
C11orf47			
C11orf49	79096	ENSG00000149179	Q9H6J7
C11orf52	91894	ENSG00000149300	Q96A22
C11orf53	341032	ENSG00000150750	Q8IXP5
C11orf54	28970	ENSG00000182919	Q9H0W9
C11orf58	10944	ENSG00000110696	O00193
C11orf62			
C11orf65	160140	ENSG00000166323	Q8NCR3
